NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0032559	GO:0032559		273	0.23555832	0.93929523	0.64417845	0.6694653	1.0	346	tags=15%, list=16%, signal=16%	
GO:0140299	GO:0140299		20	0.34728757	0.9363059	0.54642314	0.67107666	1.0	371	tags=25%, list=17%, signal=30%	
GO:0016798	GO:0016798		15	0.3683737	0.9181623	0.5691824	0.7022492	1.0	136	tags=13%, list=6%, signal=14%	
GO:0017111	GO:0017111		103	0.2421776	0.87645745	0.7055138	0.77798617	1.0	341	tags=16%, list=15%, signal=17%	
GO:0035639	GO:0035639		300	0.21563761	0.8661834	0.8234661	0.7924454	1.0	346	tags=14%, list=16%, signal=15%	
GO:0140359	GO:0140359		19	0.31517944	0.8512046	0.6766091	0.8154282	1.0	165	tags=16%, list=7%, signal=17%	
GO:0006779	GO:0006779		16	0.33043927	0.8467427	0.66456693	0.8185692	1.0	909	tags=63%, list=41%, signal=105%	
GO:0009072	GO:0009072		15	0.33294988	0.84556687	0.6768293	0.8157017	1.0	576	tags=40%, list=26%, signal=54%	
GO:0044272	GO:0044272		29	0.2860302	0.81961703	0.7346939	0.8554568	1.0	451	tags=31%, list=20%, signal=38%	
GO:0033554	GO:0033554		31	0.27404934	0.81345344	0.74228394	0.8604957	1.0	330	tags=19%, list=15%, signal=22%	
GO:0016763	GO:0016763		17	0.31394812	0.8130092	0.72523963	0.85613847	1.0	533	tags=35%, list=24%, signal=46%	
GO:1901363	GO:1901363		273	0.20024432	0.79849344	0.90690035	0.8748109	1.0	288	tags=13%, list=13%, signal=13%	
GO:0097159	GO:0097159		273	0.20024432	0.7954517	0.9133261	0.8744772	1.0	288	tags=13%, list=13%, signal=13%	
GO:0006778	GO:0006778		17	0.3078193	0.7910568	0.7296	0.87621427	1.0	909	tags=59%, list=41%, signal=99%	
GO:0110165	GO:0110165		24	0.27630773	0.78407186	0.7966361	0.8817238	1.0	249	tags=13%, list=11%, signal=14%	
GO:0008270	GO:0008270		48	0.24411958	0.7815329	0.80057806	0.88045603	1.0	386	tags=19%, list=17%, signal=22%	
GO:0016787	GO:0016787		238	0.19311818	0.7615117	0.94084823	0.9031123	1.0	533	tags=24%, list=24%, signal=28%	
GO:0004175	GO:0004175		24	0.26859516	0.74601054	0.82181257	0.91758394	1.0	366	tags=21%, list=16%, signal=25%	
GO:0016747	GO:0016747		46	0.21749122	0.69913137	0.92906815	0.9633487	1.0	512	tags=24%, list=23%, signal=30%	
GO:0042578	GO:0042578		20	0.25958687	0.6987343	0.8569182	0.95829535	1.0	579	tags=40%, list=26%, signal=54%	
GO:0015074	GO:0015074		15	0.27872768	0.697118	0.86633664	0.9544244	1.0	508	tags=27%, list=23%, signal=34%	
GO:0033014	GO:0033014		18	0.25879267	0.6780237	0.8744113	0.96505606	1.0	765	tags=39%, list=34%, signal=59%	
GO:0004527	GO:0004527		18	0.25410476	0.6703529	0.8873457	0.96558094	1.0	264	tags=11%, list=12%, signal=13%	
GO:0033013	GO:0033013		19	0.24203633	0.6521456	0.904908	0.9726483	1.0	765	tags=37%, list=34%, signal=56%	
GO:0006508	GO:0006508		43	0.1990194	0.6354936	0.9585799	0.9771401	1.0	369	tags=16%, list=17%, signal=19%	
GO:0016757	GO:0016757		31	0.20928378	0.62714106	0.94736844	0.9761392	1.0	409	tags=19%, list=18%, signal=23%	
GO:0008233	GO:0008233		49	0.1761103	0.559138	0.9917808	0.99495894	1.0	369	tags=14%, list=17%, signal=17%	
GO:0016791	GO:0016791		16	0.21160683	0.54642457	0.97021943	0.9924253	1.0	579	tags=38%, list=26%, signal=50%	
GO:0072330	GO:0072330		27	0.14863259	0.43021703	1.0	0.9986998	1.0	479	tags=15%, list=22%, signal=19%	
