NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0008360	GO:0008360		27	0.4279194	1.4609463	0.048257373	0.19982423	0.987	444	tags=37%, list=20%, signal=46%	
GO:0006023	GO:0006023		21	0.4472132	1.4591076	0.037593983	0.19673447	0.987	319	tags=33%, list=14%, signal=39%	
GO:0009252	GO:0009252		21	0.4472132	1.4349366	0.06933333	0.22263609	0.995	319	tags=33%, list=14%, signal=39%	
GO:0140101	GO:0140101		44	0.3720903	1.4335952	0.025714286	0.21881701	0.995	373	tags=23%, list=17%, signal=27%	
GO:0006024	GO:0006024		21	0.4472132	1.4286661	0.072864324	0.21933104	0.997	319	tags=33%, list=14%, signal=39%	
GO:0006633	GO:0006633		17	0.46927243	1.4200953	0.084337346	0.22559386	0.997	820	tags=71%, list=37%, signal=111%	
GO:0072528	GO:0072528		21	0.42621303	1.3984693	0.080684595	0.24968758	0.999	669	tags=43%, list=30%, signal=61%	
GO:0044038	GO:0044038		38	0.3642992	1.3805922	0.06837607	0.27058685	0.999	520	tags=34%, list=23%, signal=44%	
GO:0043170	GO:0043170		312	0.2603639	1.3785999	0.0069444445	0.2676911	0.999	562	tags=33%, list=25%, signal=38%	
GO:0140640	GO:0140640		81	0.31774703	1.3759679	0.036363635	0.26566175	0.999	436	tags=31%, list=20%, signal=37%	
GO:0065007	GO:0065007		50	0.3407132	1.3583024	0.05899705	0.28711095	1.0	448	tags=30%, list=20%, signal=37%	
GO:0009273	GO:0009273		38	0.36429927	1.3517084	0.07349081	0.29182336	1.0	520	tags=34%, list=23%, signal=44%	
GO:0006753	GO:0006753		44	0.34642452	1.3440408	0.073619634	0.29791585	1.0	568	tags=45%, list=26%, signal=60%	
GO:0008173	GO:0008173		15	0.46155804	1.3402872	0.11794872	0.2986234	1.0	667	tags=53%, list=30%, signal=76%	
GO:0009117	GO:0009117		52	0.33231878	1.3238853	0.065476194	0.321033	1.0	669	tags=46%, list=30%, signal=64%	
GO:0016787	GO:0016787		238	0.2539925	1.3199037	0.0	0.3216248	1.0	531	tags=29%, list=24%, signal=35%	
GO:1901293	GO:1901293		32	0.3677555	1.3185524	0.096	0.31776214	1.0	608	tags=53%, list=27%, signal=72%	
GO:1901137	GO:1901137		55	0.3108258	1.3166856	0.077844314	0.31424472	1.0	608	tags=36%, list=27%, signal=49%	
GO:0072521	GO:0072521		31	0.3654577	1.3035388	0.089918256	0.33144796	1.0	408	tags=32%, list=18%, signal=39%	
GO:0009069	GO:0009069		18	0.42176867	1.3026166	0.13432837	0.32706517	1.0	127	tags=17%, list=6%, signal=18%	
GO:0006259	GO:0006259		113	0.2803189	1.2980835	0.0703125	0.3294272	1.0	437	tags=30%, list=20%, signal=36%	
GO:0072330	GO:0072330		27	0.37263834	1.2892108	0.12064343	0.33925626	1.0	721	tags=52%, list=32%, signal=76%	
GO:0044255	GO:0044255		36	0.34136006	1.2774423	0.11515152	0.3557197	1.0	566	tags=36%, list=25%, signal=48%	
GO:0140098	GO:0140098		58	0.30584717	1.2754176	0.0952381	0.35314882	1.0	373	tags=21%, list=17%, signal=24%	
GO:0009168	GO:0009168		19	0.39390045	1.2696211	0.15233415	0.35786614	1.0	389	tags=32%, list=18%, signal=38%	
GO:0046483	GO:0046483		111	0.27663904	1.265678	0.071428575	0.3601705	1.0	520	tags=30%, list=23%, signal=37%	
GO:0034654	GO:0034654		47	0.31667548	1.2530599	0.11764706	0.3781347	1.0	608	tags=49%, list=27%, signal=66%	
GO:0009167	GO:0009167		17	0.4112913	1.2521144	0.1627907	0.37391913	1.0	389	tags=29%, list=18%, signal=35%	
GO:0034641	GO:0034641		103	0.26935983	1.2510797	0.08695652	0.37014607	1.0	608	tags=34%, list=27%, signal=45%	
GO:0009165	GO:0009165		42	0.31979805	1.2386906	0.13850416	0.3885074	1.0	509	tags=36%, list=23%, signal=45%	
GO:0071705	GO:0071705		48	0.30947927	1.2213817	0.13761468	0.41717124	1.0	459	tags=31%, list=21%, signal=39%	
GO:1901360	GO:1901360		125	0.24789494	1.2112248	0.0661157	0.4333946	1.0	543	tags=30%, list=24%, signal=38%	
GO:0003676	GO:0003676		304	0.22702228	1.2107133	0.050955415	0.42823762	1.0	439	tags=24%, list=20%, signal=26%	
GO:0072522	GO:0072522		27	0.34822747	1.2027102	0.19570406	0.4382653	1.0	408	tags=33%, list=18%, signal=40%	
GO:0016798	GO:0016798		15	0.40339354	1.1870271	0.24754901	0.46603155	1.0	399	tags=47%, list=18%, signal=56%	
GO:0016810	GO:0016810		40	0.31422356	1.1860495	0.21875	0.46200064	1.0	212	tags=18%, list=10%, signal=19%	
GO:0044249	GO:0044249		303	0.21773742	1.1756008	0.034013607	0.48035315	1.0	552	tags=30%, list=25%, signal=34%	
GO:0016811	GO:0016811		23	0.35098052	1.172562	0.21823205	0.48155552	1.0	212	tags=17%, list=10%, signal=19%	
GO:0006631	GO:0006631		20	0.35169882	1.1567665	0.24479167	0.5144933	1.0	820	tags=60%, list=37%, signal=94%	
GO:0006310	GO:0006310		42	0.30588832	1.1564322	0.23323615	0.5085269	1.0	437	tags=31%, list=20%, signal=38%	
GO:0004519	GO:0004519		24	0.33485225	1.1322615	0.27318296	0.5620019	1.0	235	tags=21%, list=11%, signal=23%	
GO:0007049	GO:0007049		33	0.30990204	1.1229507	0.29023746	0.58016443	1.0	432	tags=30%, list=19%, signal=37%	
GO:0140299	GO:0140299		20	0.35711446	1.12251	0.2756892	0.5740871	1.0	169	tags=20%, list=8%, signal=21%	
GO:0042626	GO:0042626		30	0.31462967	1.1152425	0.2925532	0.5860739	1.0	120	tags=17%, list=5%, signal=17%	
GO:0140359	GO:0140359		19	0.36274326	1.1127213	0.31486145	0.5854568	1.0	119	tags=21%, list=5%, signal=22%	
GO:0016791	GO:0016791		16	0.37509444	1.1113106	0.30952382	0.58210516	1.0	162	tags=19%, list=7%, signal=20%	
GO:1901363	GO:1901363		272	0.21032661	1.1084934	0.15469614	0.58260965	1.0	439	tags=23%, list=20%, signal=25%	
GO:0097159	GO:0097159		272	0.21032661	1.1079315	0.12643678	0.5771285	1.0	439	tags=23%, list=20%, signal=25%	
GO:0009059	GO:0009059		210	0.2140339	1.1066462	0.17368421	0.57368034	1.0	560	tags=31%, list=25%, signal=38%	
GO:0045184	GO:0045184		16	0.3566398	1.100609	0.29268292	0.5837606	1.0	147	tags=19%, list=7%, signal=20%	
GO:0017111	GO:0017111		103	0.23433876	1.0946465	0.2455516	0.59350353	1.0	582	tags=32%, list=26%, signal=41%	
GO:0016879	GO:0016879		38	0.2860151	1.0886521	0.30588236	0.60273314	1.0	608	tags=42%, list=27%, signal=57%	
GO:0000096	GO:0000096		16	0.347812	1.068014	0.35436893	0.65364915	1.0	127	tags=19%, list=6%, signal=20%	
GO:0006629	GO:0006629		44	0.2797467	1.067611	0.30870712	0.6474416	1.0	566	tags=41%, list=25%, signal=54%	
GO:0016462	GO:0016462		95	0.2345281	1.0659627	0.28519857	0.64515823	1.0	582	tags=32%, list=26%, signal=41%	
GO:0006790	GO:0006790		40	0.28197506	1.0571843	0.34411764	0.66342217	1.0	540	tags=30%, list=24%, signal=39%	
GO:0016887	GO:0016887		88	0.23342612	1.0547386	0.33834586	0.6634119	1.0	582	tags=33%, list=26%, signal=43%	
GO:0018130	GO:0018130		80	0.23923734	1.053964	0.3321033	0.65836316	1.0	608	tags=33%, list=27%, signal=43%	
GO:0019637	GO:0019637		61	0.24721141	1.0492064	0.3628049	0.6647848	1.0	515	tags=31%, list=23%, signal=39%	
GO:0009127	GO:0009127		16	0.35266685	1.0410126	0.40603247	0.6816724	1.0	389	tags=25%, list=18%, signal=30%	
GO:0042578	GO:0042578		20	0.3242862	1.0399675	0.37804878	0.6775383	1.0	583	tags=40%, list=26%, signal=54%	
GO:1901135	GO:1901135		74	0.23667733	1.0369532	0.35643566	0.6791486	1.0	520	tags=30%, list=23%, signal=38%	
GO:0042221	GO:0042221		19	0.3365697	1.036913	0.38181818	0.6723444	1.0	263	tags=21%, list=12%, signal=24%	
GO:0016853	GO:0016853		54	0.2527039	1.035927	0.37278107	0.6682825	1.0	237	tags=17%, list=11%, signal=18%	
GO:0016818	GO:0016818		96	0.2260752	1.0356361	0.3576389	0.6624466	1.0	582	tags=31%, list=26%, signal=41%	
GO:0015031	GO:0015031		16	0.35663983	1.0318772	0.42627347	0.6661163	1.0	147	tags=19%, list=7%, signal=20%	
GO:0009156	GO:0009156		19	0.3231593	1.0304657	0.39328536	0.6634591	1.0	463	tags=26%, list=21%, signal=33%	
GO:0006725	GO:0006725		105	0.22196627	1.0240963	0.3916084	0.675025	1.0	408	tags=23%, list=18%, signal=27%	
GO:0022613	GO:0022613		24	0.29887223	1.0220191	0.4223301	0.6745649	1.0	247	tags=21%, list=11%, signal=23%	
GO:0006412	GO:0006412		99	0.22267528	1.0212582	0.409894	0.67019737	1.0	644	tags=35%, list=29%, signal=48%	
GO:0032259	GO:0032259		30	0.28781077	1.012906	0.42564103	0.6868339	1.0	667	tags=50%, list=30%, signal=70%	
GO:0042254	GO:0042254		25	0.29599762	1.011617	0.4041451	0.6844402	1.0	247	tags=20%, list=11%, signal=22%	
GO:0004673	GO:0004673		15	0.34116027	1.0111794	0.44393593	0.6791731	1.0	169	tags=20%, list=8%, signal=22%	
GO:0015399	GO:0015399		34	0.2673812	1.010594	0.42261904	0.67466366	1.0	120	tags=15%, list=5%, signal=15%	
GO:0044237	GO:0044237		240	0.19648899	1.0105106	0.45238096	0.6687548	1.0	548	tags=28%, list=25%, signal=33%	
GO:0016775	GO:0016775		16	0.3355343	1.0085562	0.4282116	0.6691275	1.0	169	tags=19%, list=8%, signal=20%	
GO:0016072	GO:0016072		17	0.33410534	0.9976955	0.4915254	0.69353044	1.0	228	tags=24%, list=10%, signal=26%	
GO:0003677	GO:0003677		179	0.19907482	0.9964919	0.4611872	0.69100374	1.0	437	tags=25%, list=20%, signal=29%	
GO:0043043	GO:0043043		97	0.21781087	0.9963627	0.43726236	0.6852239	1.0	644	tags=35%, list=29%, signal=47%	
GO:0046914	GO:0046914		87	0.21190688	0.9657803	0.53094465	0.76632315	1.0	263	tags=15%, list=12%, signal=16%	
GO:0004672	GO:0004672		20	0.30108663	0.95775026	0.5169903	0.7833672	1.0	169	tags=15%, list=8%, signal=16%	
GO:0008270	GO:0008270		48	0.23694049	0.94953316	0.52507377	0.7999656	1.0	223	tags=15%, list=10%, signal=16%	
GO:0008233	GO:0008233		49	0.233534	0.9445468	0.55792683	0.80667734	1.0	531	tags=33%, list=24%, signal=42%	
GO:0022402	GO:0022402		18	0.29900002	0.94287777	0.5422535	0.8044543	1.0	410	tags=28%, list=18%, signal=34%	
GO:0006508	GO:0006508		42	0.24712433	0.9428637	0.5502793	0.7977859	1.0	531	tags=33%, list=24%, signal=43%	
GO:0044272	GO:0044272		29	0.2632978	0.94040394	0.5590551	0.79820526	1.0	596	tags=31%, list=27%, signal=42%	
GO:0042546	GO:0042546		21	0.28766462	0.9364481	0.53532606	0.8019828	1.0	676	tags=38%, list=30%, signal=54%	
GO:0050660	GO:0050660		24	0.27076876	0.92722964	0.53061223	0.8207492	1.0	420	tags=25%, list=19%, signal=30%	
GO:0016747	GO:0016747		46	0.23824032	0.9258114	0.5897436	0.81785876	1.0	544	tags=37%, list=24%, signal=48%	
GO:0055085	GO:0055085		160	0.18661149	0.9167264	0.7241379	0.837302	1.0	588	tags=33%, list=26%, signal=42%	
GO:0003723	GO:0003723		100	0.19664152	0.90886295	0.69964665	0.8518459	1.0	506	tags=24%, list=23%, signal=30%	
GO:0016779	GO:0016779		36	0.24025334	0.9057623	0.611276	0.8534346	1.0	565	tags=36%, list=25%, signal=48%	
GO:0051301	GO:0051301		31	0.25282827	0.9040412	0.61741424	0.8511195	1.0	432	tags=29%, list=19%, signal=36%	
GO:0000049	GO:0000049		25	0.2698942	0.89530915	0.64420485	0.8674554	1.0	506	tags=28%, list=23%, signal=36%	
GO:1901362	GO:1901362		94	0.19885273	0.8908727	0.7366548	0.87194765	1.0	608	tags=32%, list=27%, signal=42%	
GO:0019538	GO:0019538		164	0.1813273	0.8873458	0.7991453	0.8738401	1.0	644	tags=34%, list=29%, signal=44%	
GO:0004518	GO:0004518		38	0.23303631	0.88278407	0.6631016	0.87883925	1.0	282	tags=18%, list=13%, signal=21%	
GO:0044271	GO:0044271		89	0.19259198	0.874564	0.78328174	0.8915507	1.0	608	tags=31%, list=27%, signal=42%	
GO:0003924	GO:0003924		16	0.2901807	0.86940676	0.67294115	0.8966213	1.0	487	tags=25%, list=22%, signal=32%	
GO:0006364	GO:0006364		21	0.26071888	0.86727905	0.6615776	0.8949136	1.0	660	tags=43%, list=30%, signal=60%	
GO:0044085	GO:0044085		50	0.21552166	0.8589886	0.76775956	0.90741724	1.0	514	tags=24%, list=23%, signal=31%	
GO:0140657	GO:0140657		118	0.17972098	0.8448148	0.8671875	0.93125033	1.0	264	tags=14%, list=12%, signal=15%	
GO:0000166	GO:0000166		327	0.15651271	0.83822393	0.96503496	0.9388402	1.0	584	tags=27%, list=26%, signal=31%	
GO:0010467	GO:0010467		159	0.16886303	0.83747923	0.9162996	0.9335731	1.0	552	tags=29%, list=25%, signal=36%	
GO:0008168	GO:0008168		38	0.22771879	0.8360988	0.7685185	0.929676	1.0	667	tags=42%, list=30%, signal=59%	
GO:0009150	GO:0009150		42	0.21917398	0.83558863	0.7579618	0.9242236	1.0	408	tags=26%, list=18%, signal=31%	
GO:1901265	GO:1901265		330	0.15400532	0.8307706	0.9844961	0.92768615	1.0	584	tags=27%, list=26%, signal=31%	
GO:0008757	GO:0008757		27	0.23711008	0.82536703	0.72727275	0.9324333	1.0	660	tags=41%, list=30%, signal=57%	
GO:0044248	GO:0044248		15	0.2757694	0.8241728	0.73934835	0.92794186	1.0	341	tags=20%, list=15%, signal=23%	
GO:0036094	GO:0036094		338	0.1537208	0.8212917	0.9925926	0.927114	1.0	584	tags=27%, list=26%, signal=31%	
GO:1901576	GO:1901576		406	0.15138006	0.8098074	0.9908257	0.9421456	1.0	608	tags=30%, list=27%, signal=34%	
GO:0005198	GO:0005198		57	0.19106212	0.80242777	0.8670695	0.94894105	1.0	670	tags=44%, list=30%, signal=61%	
GO:0016667	GO:0016667		18	0.25837776	0.8020008	0.7755611	0.9432269	1.0	4	tags=6%, list=0%, signal=6%	
GO:0016757	GO:0016757		31	0.21738084	0.80039203	0.79452056	0.9397007	1.0	609	tags=29%, list=27%, signal=39%	
GO:0005524	GO:0005524		272	0.15093985	0.79499143	0.9714286	0.9420519	1.0	584	tags=27%, list=26%, signal=32%	
GO:0003735	GO:0003735		56	0.19170138	0.7891235	0.8525641	0.9452779	1.0	670	tags=45%, list=30%, signal=62%	
GO:0046374	GO:0046374		17	0.25479588	0.78819484	0.7668394	0.94030094	1.0	676	tags=35%, list=30%, signal=50%	
GO:1990904	GO:1990904		57	0.18979886	0.7865251	0.88161993	0.93669283	1.0	670	tags=44%, list=30%, signal=61%	
GO:0032559	GO:0032559		273	0.14715178	0.78221273	0.97740114	0.93779093	1.0	584	tags=27%, list=26%, signal=32%	
GO:0019350	GO:0019350		17	0.25479588	0.78141147	0.7972028	0.932782	1.0	676	tags=35%, list=30%, signal=50%	
GO:0035639	GO:0035639		300	0.14558648	0.7699094	0.9933775	0.9434178	1.0	584	tags=26%, list=26%, signal=31%	
GO:0032555	GO:0032555		273	0.14715178	0.76758	0.99333334	0.9407557	1.0	584	tags=27%, list=26%, signal=32%	
GO:1901564	GO:1901564		366	0.13836426	0.7455897	1.0	0.9625888	1.0	532	tags=24%, list=24%, signal=27%	
GO:0009259	GO:0009259		44	0.18932426	0.73900706	0.9065156	0.9633754	1.0	408	tags=23%, list=18%, signal=27%	
GO:0019438	GO:0019438		74	0.1694257	0.73776	0.9417808	0.95893	1.0	608	tags=30%, list=27%, signal=40%	
GO:0009152	GO:0009152		40	0.19135815	0.7316869	0.93939394	0.9597449	1.0	408	tags=25%, list=18%, signal=30%	
GO:0016741	GO:0016741		49	0.18075223	0.73077303	0.92561984	0.95483005	1.0	671	tags=41%, list=30%, signal=57%	
GO:0004386	GO:0004386		17	0.21759556	0.6619732	0.9325301	1.0	1.0	241	tags=12%, list=11%, signal=13%	
GO:0046942	GO:0046942		20	0.20116137	0.6588836	0.9183673	1.0	1.0	277	tags=15%, list=12%, signal=17%	
GO:0008094	GO:0008094		21	0.19200619	0.62647283	0.9637306	1.0	1.0	237	tags=10%, list=11%, signal=11%	
GO:0016763	GO:0016763		17	0.20802653	0.6205329	0.93917274	1.0	1.0	568	tags=29%, list=26%, signal=39%	
GO:0006767	GO:0006767		28	0.15587978	0.5618851	0.97979796	1.0	1.0	1879	tags=100%, list=85%, signal=640%	
GO:0006766	GO:0006766		28	0.15587978	0.5497869	0.9861111	1.0	1.0	1879	tags=100%, list=85%, signal=640%	
GO:0009110	GO:0009110		25	0.15566692	0.53252053	1.0	1.0	1.0	1879	tags=100%, list=85%, signal=641%	
GO:0042364	GO:0042364		27	0.15580873	0.5285981	1.0	1.0	1.0	1879	tags=100%, list=85%, signal=640%	
GO:0032561	GO:0032561		31	0.13007759	0.46586168	0.9972678	1.0	1.0	1936	tags=100%, list=87%, signal=766%	
GO:0005525	GO:0005525		31	0.13007759	0.46531144	1.0	0.9984228	1.0	1936	tags=100%, list=87%, signal=766%	
