NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0005975	GO:0005975	Details ...	72	-0.63256955	-2.4501498	0.0	0.0	0.0	306	tags=44%, list=14%, signal=50%	
GO:1901575	GO:1901575	Details ...	71	-0.6045116	-2.3285413	0.0	0.0	0.0	308	tags=38%, list=14%, signal=43%	
GO:0005996	GO:0005996	Details ...	22	-0.7463761	-2.24894	0.0	0.0	0.0	242	tags=59%, list=11%, signal=66%	
GO:0016052	GO:0016052	Details ...	25	-0.71637475	-2.2294865	0.0	0.0	0.0	301	tags=60%, list=14%, signal=69%	
GO:0019318	GO:0019318	Details ...	17	-0.76879543	-2.1741226	0.0	1.9539171E-4	0.001	242	tags=65%, list=11%, signal=72%	
GO:1901605	GO:1901605	Details ...	84	-0.5357087	-2.1030707	0.0	4.7610444E-4	0.003	532	tags=45%, list=24%, signal=57%	
GO:0008643	GO:0008643	Details ...	21	-0.69043046	-2.09643	0.0	4.0808952E-4	0.003	220	tags=52%, list=10%, signal=58%	
GO:0015144	GO:0015144	Details ...	15	-0.7498897	-2.0893836	0.0	3.5707833E-4	0.003	220	tags=60%, list=10%, signal=66%	
GO:0009084	GO:0009084	Details ...	21	-0.68569136	-2.0674973	0.0	4.1721467E-4	0.004	532	tags=71%, list=24%, signal=93%	
GO:0006096	GO:0006096	Details ...	19	-0.7082284	-2.0611851	0.0015576323	3.754932E-4	0.004	276	tags=58%, list=12%, signal=66%	
GO:0019752	GO:0019752	Details ...	138	-0.47871503	-2.0549004	0.0	3.4135746E-4	0.004	616	tags=43%, list=28%, signal=55%	
GO:0006090	GO:0006090	Details ...	21	-0.68495184	-2.046666	0.0	3.12911E-4	0.004	276	tags=52%, list=12%, signal=59%	
GO:0015980	GO:0015980	Details ...	21	-0.6792674	-2.0279331	0.0	4.282458E-4	0.006	280	tags=52%, list=13%, signal=59%	
GO:0009064	GO:0009064	Details ...	39	-0.59536546	-2.0216653	0.0	6.6578353E-4	0.01	532	tags=54%, list=24%, signal=70%	
GO:0009060	GO:0009060	Details ...	21	-0.6792674	-2.0200756	0.0	6.21398E-4	0.01	280	tags=52%, list=13%, signal=59%	
GO:0045333	GO:0045333	Details ...	21	-0.6792674	-2.0198116	0.0	5.8256055E-4	0.01	280	tags=52%, list=13%, signal=59%	
GO:0016491	GO:0016491	Details ...	170	-0.45541933	-2.0101137	0.0	8.777737E-4	0.016	423	tags=38%, list=19%, signal=44%	
GO:0006520	GO:0006520	Details ...	109	-0.48506665	-2.0007164	0.0	8.782878E-4	0.017	568	tags=42%, list=26%, signal=54%	
GO:0006006	GO:0006006	Details ...	15	-0.73511004	-1.9904985	0.0	0.0010759466	0.022	242	tags=60%, list=11%, signal=67%	
GO:0050661	GO:0050661	Details ...	18	-0.70810074	-1.9863769	0.0	0.001069897	0.023	237	tags=50%, list=11%, signal=56%	
GO:0006091	GO:0006091		24	-0.6489205	-1.9828877	0.0	0.0011513322	0.026	276	tags=58%, list=12%, signal=66%	
GO:0009401	GO:0009401		18	-0.6827233	-1.9626126	0.0	0.0016961531	0.04	220	tags=50%, list=10%, signal=55%	
GO:0043436	GO:0043436		123	-0.4646084	-1.9421543	0.0	0.0019537406	0.047	579	tags=41%, list=26%, signal=52%	
GO:0098704	GO:0098704		18	-0.6827233	-1.9302914	0.0016556291	0.0021846422	0.055	220	tags=50%, list=10%, signal=55%	
GO:0017076	GO:0017076		37	-0.55610955	-1.9201066	0.0	0.0026241927	0.068	237	tags=32%, list=11%, signal=36%	
GO:0043648	GO:0043648		22	-0.63193005	-1.9197514	0.0015649452	0.0025596635	0.069	194	tags=36%, list=9%, signal=39%	
GO:0016773	GO:0016773		49	-0.5300339	-1.9050723	0.00152207	0.0029865827	0.081	324	tags=35%, list=15%, signal=40%	
GO:0006525	GO:0006525		20	-0.65956694	-1.9020554	0.0	0.0030822444	0.087	532	tags=70%, list=24%, signal=91%	
GO:1902600	GO:1902600		23	-0.61995524	-1.887476	0.0015847861	0.0035863684	0.105	673	tags=70%, list=30%, signal=99%	
GO:0009056	GO:0009056		52	-0.520957	-1.885389	0.0	0.003466823	0.105	308	tags=29%, list=14%, signal=33%	
GO:0009067	GO:0009067		15	-0.69477457	-1.8749875	0.0032948928	0.0038154898	0.116	185	tags=47%, list=8%, signal=51%	
GO:0098662	GO:0098662		30	-0.5625829	-1.8552804	0.0	0.0048488243	0.148	673	tags=57%, list=30%, signal=80%	
GO:0008652	GO:0008652		74	-0.47573832	-1.8533635	0.0	0.0048192716	0.152	616	tags=43%, list=28%, signal=58%	
GO:0043650	GO:0043650		18	-0.63630116	-1.8487751	0.0033003301	0.0048994077	0.157	194	tags=39%, list=9%, signal=42%	
GO:1901615	GO:1901615		27	-0.5834653	-1.8423172	0.0	0.005296	0.176	425	tags=44%, list=19%, signal=54%	
GO:1901607	GO:1901607		42	-0.53060776	-1.8370988	0.0015408321	0.0055986084	0.188	308	tags=33%, list=14%, signal=38%	
GO:0032787	GO:0032787		56	-0.49028245	-1.8212746	0.0	0.0067105023	0.227	276	tags=27%, list=12%, signal=30%	
GO:0009066	GO:0009066		19	-0.62377304	-1.8179994	0.001572327	0.00681034	0.237	268	tags=42%, list=12%, signal=47%	
GO:0098655	GO:0098655		37	-0.5217789	-1.7982807	0.0062111802	0.008123999	0.281	673	tags=54%, list=30%, signal=76%	
GO:0016903	GO:0016903		18	-0.6288436	-1.7833518	0.0016977929	0.009676201	0.339	246	tags=50%, list=11%, signal=56%	
GO:0006066	GO:0006066		23	-0.57419664	-1.778038	0.003125	0.010060374	0.359	388	tags=39%, list=17%, signal=47%	
GO:0016769	GO:0016769		16	-0.63447994	-1.7749547	0.0046875	0.010289398	0.373	476	tags=50%, list=21%, signal=63%	
GO:0008483	GO:0008483		16	-0.63447994	-1.7219204	0.0032102729	0.018364495	0.569	476	tags=50%, list=21%, signal=63%	
GO:0046394	GO:0046394		91	-0.42247778	-1.6995099	0.0013793104	0.022796802	0.657	647	tags=40%, list=29%, signal=54%	
GO:0006783	GO:0006783		15	-0.61147404	-1.6856626	0.0176	0.025759544	0.707	682	tags=60%, list=31%, signal=86%	
GO:0022890	GO:0022890		22	-0.56725866	-1.6832331	0.00625	0.02584685	0.719	358	tags=50%, list=16%, signal=59%	
GO:1901681	GO:1901681		16	-0.59583783	-1.6641451	0.01309329	0.03063305	0.774	355	tags=31%, list=16%, signal=37%	
GO:0051287	GO:0051287		23	-0.5575109	-1.6585214	0.009508716	0.031694386	0.802	133	tags=26%, list=6%, signal=27%	
GO:0033014	GO:0033014		18	-0.5824169	-1.6533746	0.014657981	0.03308573	0.816	682	tags=50%, list=31%, signal=72%	
GO:0006779	GO:0006779		16	-0.59032077	-1.6465818	0.015202703	0.03466999	0.83	682	tags=56%, list=31%, signal=81%	
GO:0033013	GO:0033013		19	-0.5519596	-1.6294998	0.013651877	0.039644398	0.872	423	tags=37%, list=19%, signal=45%	
GO:0030170	GO:0030170		25	-0.5182292	-1.6133341	0.017377567	0.045280047	0.913	476	tags=36%, list=21%, signal=45%	
GO:0070279	GO:0070279		25	-0.5182292	-1.610682	0.022222223	0.045489803	0.916	476	tags=36%, list=21%, signal=45%	
GO:0098660	GO:0098660		35	-0.46309766	-1.5854318	0.013975156	0.055226706	0.947	673	tags=49%, list=30%, signal=69%	
GO:0005515	GO:0005515		16	-0.5718728	-1.5662012	0.029032258	0.06361192	0.967	361	tags=50%, list=16%, signal=59%	
GO:0016020	GO:0016020		23	-0.51052994	-1.5582975	0.026941363	0.066711426	0.973	405	tags=52%, list=18%, signal=63%	
GO:0006778	GO:0006778		17	-0.5582553	-1.5518928	0.030354131	0.06883078	0.978	423	tags=41%, list=19%, signal=50%	
GO:0098796	GO:0098796		23	-0.51052994	-1.5490488	0.036277603	0.069450706	0.981	405	tags=52%, list=18%, signal=63%	
GO:0006811	GO:0006811		55	-0.4147116	-1.542377	0.011713031	0.07221937	0.988	471	tags=33%, list=21%, signal=41%	
GO:0015318	GO:0015318		26	-0.47985664	-1.5076666	0.033175357	0.09344039	0.998	358	tags=42%, list=16%, signal=50%	
GO:0015075	GO:0015075		37	-0.4380474	-1.502659	0.02954899	0.094988756	0.998	693	tags=51%, list=31%, signal=73%	
GO:0022804	GO:0022804		81	-0.3755951	-1.5020427	0.009668509	0.09378784	0.998	390	tags=28%, list=18%, signal=33%	
GO:0110165	GO:0110165		24	-0.488496	-1.5000055	0.045016076	0.09389508	1.0	689	tags=54%, list=31%, signal=78%	
